ID,Protein name
6443,hypothetical protein SCO6443
6444,gamma-glutamyl transferase
6445,inositol monophosphatase
6446,hypothetical protein SCO6446
6447,NAD(P)H oxidoreductase
6448,AraC-like transcriptional regulator
6449,dehydrogenase
6450,hypothetical protein SCO6450
6451,substrate binding protein
6452,transport permease
6453,transport permease
6454,ABC transporter ATP-binding protein
6455,ABC transporter ATP-binding protein
6456,hydrolytic protein
6457,beta-galactosidase
6458,hypothetical protein SCO6458
6459,regulatory protein
6460,cation-transporting ATPase
6461,ADA-like regulatory protein
6462,methylated-DNA-protein-cysteine methyltransferase
6463,hypothetical protein SCO6463
6464,"SIR2 family transcriptional regulator, partial"
6465,"hypothetical protein SCO6465, partial"
6466,transferase
6467,phosphatidylserine synthase
6468,phosphatidylserine decarboxylase
6469,acyl-CoA dehydrogenase
6470,hypothetical protein SCO6470
6471,citratelyase
6472,coenzyme B12-dependent mutase
6473,crotonyl CoA reductase
6474,transcriptional regulator
6475,oxidoreductase
6476,adenylosuccinate lyase
6477,hypothetical protein SCO6477
6478,hypothetical protein SCO6478
6479,peptidase
6480,hypothetical protein SCO6480
6481,hypothetical protein SCO6481
6482,hypothetical protein SCO6482
6483,efflux protein
6484,hypothetical protein SCO6484
6485,hypothetical protein SCO6485
6486,transport associated protein
6487,hypothetical protein SCO6487
6488,acyl-peptide hydrolase
6489,hypothetical protein SCO6489
6490,acetyltransferase
6491,hypothetical protein SCO6491
6492,"hypothetical protein SCO6492, partial"
6493,hypothetical protein SCO6493
6494,hypothetical protein SCO6494
6495,dehydrogenase
6496,dehydrogenase
6497,transketolase
6498,hypothetical protein SCO6498
6499,gas vesicle synthesis protein
6500,gas vesicle synthesis-like protein
6501,gas vesicle synthesis protein
6502,gas vesicle synthesis protein
6503,hypothetical protein SCO6503
6504,hypothetical protein SCO6504
6505,gas vesicle synthesis protein
6506,gas vesicle protein
6507,gas vesicle synthesis protein
6508,gas vesicle synthesis protein
6509,hydrophobic protein
6510,hypothetical protein SCO6510
6511,hypothetical protein SCO6511
6512,ABC transporter ATP-binding protein
6513,hypothetical protein SCO6513
6514,hypothetical protein SCO6514
6515,protease
6516,"hypothetical protein SCO6516, partial"
6517,uvrA-like protein
6518,transcriptional regulator
6519,lyase
6520,RNA polymerase sigma factor
6521,hypothetical protein SCO6521
6522,hypothetical protein SCO6522
6523,hypothetical protein SCO6523
6524,hypothetical protein SCO6524
6525,hypothetical protein SCO6525
6526,hypothetical protein SCO6526
6527,hypothetical protein SCO6527
6528,integral membrane transport protein
6529,ATP/GTP binding protein
6530,hypothetical protein SCO6530
6531,ATP/GTP binding protein
6532,nitrate reductase subunit gamma NarI
6533,nitrate reductase subunit delta NarJ
6534,nitrate reductase subunit beta NarH
6535,nitrate reductase subunit alpha NarG
6536,hypothetical protein SCO6536
6537,DNA-binding protein
6538,hypothetical protein SCO6538
6539,hypothetical protein SCO6539
6540,pterin-4-alpha-carbinolamine dehydratase
6541,hypothetical protein SCO6541
6542,glycosyl hydrolase
6543,hypothetical protein SCO6543
6544,hypothetical protein SCO6544
6545,cellulase
6546,cellulase
6547,hypothetical protein SCO6547
6548,cellulase
6549,hypothetical protein SCO6549
6550,oxidoreductase
6551,oxidoreductase
6552,long-chain-fatty-acid-CoA ligase
6553,integral membrane efflux protein
6554,transcriptional regulator
6555,LysR family transcriptional regulator
6556,transmembrane protein
6557,neuramidase
6558,formate dehydrogenase accessory protein
6559,respiratory chain oxidoreductase
6560,respiratory chain oxidoreductase
6561,respiratory chain oxidoreductase
6562,2-dehydropantoate 2-reductase
6563,integral membrane transporter
6564,3-oxoacyl-ACP synthase
6565,transcriptional regulator
6566,"ROK family protein, partial"
6567,ABC transporter ATP-binding protein
6568,ABC transporter
6569,solute binding protein
6570,oxidoreductase
6571,DNA-binding protein
6572,glycosyl hydrolase
6573,hypothetical protein SCO6573
6574,hypothetical protein SCO6574
6575,hypothetical protein SCO6575
6576,hypothetical protein SCO6576
6577,hypothetical protein SCO6577
6578,hypothetical protein SCO6578
6579,hypothetical protein SCO6579
6580,"hypothetical protein SCO6580, partial"
6581,transmembrane transport protein
6582,hypothetical protein SCO6582
6583,formyl-coenzyme A transferase
6584,TPP-requiring enzyme
6585,succinyl-CoA synthetase subunit beta
6586,succinyl-CoA synthetase subunit alpha
6587,dehydrogenase
6588,hypothetical protein SCO6588
6589,elongation factor G
6590,esterase
6591,hypothetical protein SCO6591
6592,hypothetical protein SCO6592
6593,hypothetical protein SCO6593
6594,hypothetical protein SCO6594
6595,hypothetical protein SCO6595
6596,hypothetical protein SCO6596
6597,beta-glucosidase
6598,transcriptional regulator
6599,transcriptional regulator
6600,transcriptional regulator
6601,sugar binding protein
6602,transmembrane sugar transport protein
6603,transmembrane sugar transport protein
6604,"beta-glucosidase, partial"
6605,
6606,hypothetical protein SCO6606
6607,hypothetical protein SCO6607
6608,hypothetical protein SCO6608
6609,hypothetical protein SCO6609
6610,hypothetical protein SCO6610
6611,hypothetical protein SCO6611
6612,hydrolase
6613,hypothetical protein SCO6613
6614,hypothetical protein SCO6614
6615,hypothetical protein SCO6615
6616,hypothetical protein SCO6616
6617,hypothetical protein SCO6617
6618,hypothetical protein SCO6618
6619,dehydrogenase
6620,hypothetical protein SCO6620
6621,hypothetical protein SCO6621
6622,ATP/GTP binding protein
6623,ATP/GTP binding protein
6624,hypothetical protein SCO6624
6625,hypothetical protein SCO6625
6626,protein kinase
6627,"hypothetical protein SCO6627, partial"
6628,hypothetical protein SCO6628
6629,hypothetical protein SCO6629
6630,hypothetical protein SCO6630
6631,hypothetical protein SCO6631
6632,hypothetical protein SCO6632
6633,transcriptional regulator
6634,hypothetical protein SCO6634
6635,bacteriophage resistance gene pglY
6636,bacteriophage resistance gene pglZ
6637,hypothetical protein SCO6637
6638,hypothetical protein SCO6638
6639,ATP/GTP binding protein
6640,ATP-dependent helicase
6641,hypothetical protein SCO6641
6642,hypothetical protein SCO6642
6643,hypothetical protein SCO6643
6644,solute-binding lipoprotein
6645,transport system permease
6646,transport system permease
6647,hypothetical protein SCO6647
6648,hypothetical protein SCO6648
6649,"hypothetical protein SCO6649, partial"
6650,hypothetical protein SCO6650
6651,"glycosyl transferase, partial"
6652,hypothetical protein SCO6652
6653,hypothetical protein SCO6653
6654,hypothetical protein SCO6654
6655,GTP cyclohydrolase II
6656,hypothetical protein SCO6656
6657,hypothetical protein SCO6657
6658,6-phosphogluconate dehydrogenase
6659,glucose-6-phosphate isomerase
6660,hypothetical protein SCO6660
6661,glucose-6-phosphate 1-dehydrogenase
6662,transaldolase
6663,transketolase
6664,transcriptional regulator
6665,glucosidase
6666,hypothetical protein SCO6666
6667,two-component regulator
6668,two-component sensor
6669,transcriptional regulator
6670,glucosidase
6671,hypothetical protein SCO6671
6672,hypothetical protein SCO6672
6673,hypothetical protein SCO6673
6674,hypothetical protein SCO6674
6675,DNA-binding protein
6676,hypothetical protein SCO6676
6677,ABC transporter ATP-binding protein
6678,iron-sulfur oxidoreductase subunit beta
6679,hypothetical protein SCO6679
6680,oxidoreductase subunit alpha
6681,Ser/Thr protein kinase
6682,hypothetical protein SCO6682
6683,ABC transporter ATP-binding protein
6684,ABC transporter ATP-binding protein
6685,"two-component system response regulator, partial"
6686,hypothetical protein SCO6686
6687,DNA-binding protein
6688,hypothetical protein SCO6688
6689,hypothetical protein SCO6689
6690,transmembrane transport protein
6691,"phospholipase C, partial"
6692,hypothetical protein SCO6692
6693,hypothetical protein SCO6693
6694,"transcriptional regulator, partial"
6695,hypothetical protein SCO6695
6696,regulatory protein
6697,3-oxoadipate enol-lactone hydrolase/4-carboxymuconolactone decarboxylase
6698,"3-carboxy-cis,cis-muconate cycloisomerase"
6699,"protocatechuate 3,4-dioxygenase subunit alpha"
6700,"protocatechuate 3,4-dioxygenase subunit beta"
6701,beta-ketoadipyl-CoA thiolase
6702,3-oxoadipate CoA-transferase subunit B
6703,3-oxoadipate CoA-transferase subunit A
6704,transcriptional regulator
6705,hypothetical protein SCO6705
6706,glutathione-dependent aldehyde dehydrogenase
6707,ATP-dependent DNA ligase
6708,hypothetical protein SCO6708
6709,hypothetical protein SCO6709
6710,glycosyl hydrolase
6711,hypothetical protein SCO6711
6712,copper oxidase
6713,transcriptional regulator
6714,hydroxylase
6715,transcriptional regulator
6716,hypothetical protein SCO6716
6717,acyl-ACP desaturase
6718,dimethylarginine dimethylaminohydrolase
6719,UvrA-like ABC transporter
6720,ABC transporter
6721,hypothetical protein SCO6721
6722,regulator
6723,oxidoreductase
6724,hypothetical protein SCO6724
6725,hypothetical protein SCO6725
6726,endonuclease
6727,hypothetical protein SCO6727
6728,hypothetical protein SCO6728
6729,hypothetical protein SCO6729
6730,racemase
6731,acetyl-CoA acetyltransferase
6732,fatty acid oxidative multifunctional enzyme
6733,transcriptional regulator
6734,L-asparagine permease
6735,hypothetical protein SCO6735
6736,metallopeptidase
6737,hypothetical protein SCO6737
6738,carboxypeptidase
6739,BCCT family transporter
6740,D-amino acid oxidase
6741,oxidoreductase
6742,ABC transporter ATP-binding protein
6743,transcriptional accessory protein
6744,hypothetical protein SCO6744
6745,hypothetical protein SCO6745
6746,transcriptional regulator
6747,hypothetical protein SCO6747
6748,enoyl CoA hydratase
6749,hypothetical protein SCO6749
6750,isopentenyl-diphosphate delta-isomerase
6751,efflux protein
6752,"integral membrane transferase, partial"
6753,nucleotide sugar-1-phosphate transferase
6754,glycerol dehydrogenase
6755,transferase
6756,glycosyltransferase
6757,ABC transporter membrane protein
6758,ABC transporter ATP-binding protein
6759,phytoene synthase
6760,phytoene synthase
6761,hypothetical protein SCO6761
6762,phytoene dehydrogenase
6763,polyprenyl synthatase
6764,squalene-hopene cyclase
6765,lipoprotein
6766,hypothetical protein SCO6766
6767,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
6768,1-deoxy-D-xylulose-5-phosphate synthase
6769,aminotransferase
6770,DNA-binding protein
6771,small hydrophobic hypothetical protein
6772,hypothetical protein SCO6772
6773,peptidase
6774,hypothetical protein SCO6774
6775,transcriptional regulator
6776,hypothetical protein SCO6776
6777,beta-lactamase
6778,transcriptional regulator
6779,hypothetical protein SCO6779
6780,hypothetical protein SCO6780
6781,regulatory protein
6782,zinc-binding alcohol dehydrogenase
6783,hypothetical protein SCO6783
6784,regulatory protein
6785,fatty acid co-A racemase
6786,oxidoreductase
6787,acyl-CoA dehydrogenase
6788,acetyl-CoA acetyltransferase
6789,fatty oxidation protein
6790,long chain fatty acid CoA ligase
6791,"acyl-CoA dehydrogenase, partial"
6792,TetR family transcriptional regulator
6793,aldehyde dehydrogenase
6794,hypothetical protein SCO6794
6795,hypothetical protein SCO6795
6796,hypothetical protein SCO6796
6797,ATP/GTP binding protein
6798,hypothetical protein SCO6798
6799,L-threonine 3-dehydrogenase
6800,2-amino-3-ketobutyrate coenzyme A ligase
6801,LysR family transcriptional regulator
6802,DNA-binding protein
6803,acetyltransferase
6804,hypothetical protein SCO6804
6805,integral membrane efflux protein
6806,phage integrase
6807,hypothetical protein SCO6807
6808,transcription regulator ArsR
6809,integral membrane transport protein
6810,hypothetical protein SCO6810
6811,hypothetical protein SCO6811
6812,transcription regulator ArsR
6813,transcription regulator ArsR
6814,ABC transporter ATP-binding protein
6815,ABC transporter permease
6816,ABC transporter binding lipoprotein
6817,hypothetical protein SCO6817
6818,phosphoglyceromutase
6819,3-phosphoshikimate 1-carboxyvinyltransferase
6820,oxidoreductase
6821,hypothetical protein SCO6821
6822,integral membrane efflux protein
6823,transcription regulator ArsR
6824,"phosphonopyruvate decarboxylase (fragment), partial"
6825,hypothetical protein SCO6825
6826,hypothetical protein SCO6826
6827,polyketide synthase
6828,hypothetical protein SCO6828
6829,oxidoreductase
6830,transcription regulator ArsR
6831,hypothetical protein SCO6831
6832,methylmalonyll-CoA mutase
6833,"isobutyryl-CoA mutase, small subunit"
6834,thioredoxin reductase
6835,arsenate reductase
6836,transcription regulator ArsR
6837,arsenic resistance membrane transport protein
6838,monooxygenase
6839,hypothetical protein SCO6839
6840,hypothetical protein SCO6840
6841,hypothetical protein SCO6841
6842,hypothetical protein SCO6842
6843,hypothetical protein SCO6843
6844,DNA methylase
6845,hypothetical protein SCO6845
6846,hypothetical protein SCO6846
6847,hypothetical protein SCO6847
6848,hypothetical protein SCO6848
6849,"hypothetical protein SCO6849, partial"
6850,hypothetical protein SCO6850
6851,hypothetical protein SCO6851
6852,hypothetical protein SCO6852
6853,hypothetical protein SCO6853
6854,hypothetical protein SCO6854
6855,hypothetical protein SCO6855
6856,hypothetical protein SCO6856
6857,hypothetical protein SCO6857
6858,hypothetical protein SCO6858
6859,hypothetical protein SCO6859
6860,hypothetical protein SCO6860
6861,protein kinase-like protein
6862,hypothetical protein SCO6862
6863,hypothetical protein SCO6863
6864,hypothetical protein SCO6864
6865,regulatory protein
6866,hypothetical protein SCO6866
6867,hypothetical protein SCO6867
6868,hypothetical protein SCO6868
6869,hypothetical protein SCO6869
6870,hypothetical protein SCO6870
6871,lipoprotein
6872,hypothetical protein SCO6872
6873,hypothetical protein SCO6873
6874,hypothetical protein SCO6874
6875,hypothetical protein SCO6875
6876,hypothetical protein SCO6876
6877,hypothetical protein SCO6877
6878,ATP-binding protein
6879,hypothetical protein SCO6879
6880,lipoprotein
6881,ATP-binding protein
6882,hypothetical protein SCO6882
6883,hypothetical protein SCO6883
6884,hypothetical protein SCO6884
6885,DNA methylase
6886,hypothetical protein SCO6886
6887,hypothetical protein SCO6887
6888,hypothetical protein SCO6888
6889,hypothetical protein SCO6889
6890,hypothetical protein SCO6890
6891,hypothetical protein SCO6891
6892,hypothetical protein SCO6892
6893,hypothetical protein SCO6893
6894,hypothetical protein SCO6894
6895,"regulator (fragment), partial"
6896,hypothetical protein SCO6896
6897,hypothetical protein SCO6897
6898,carboxylase
6899,hypothetical protein SCO6899
6900,hypothetical protein SCO6900
6901,hypothetical protein SCO6901
6902,hypothetical protein SCO6902
6903,hypothetical protein SCO6903
6904,hypothetical protein SCO6904
6905,hypothetical protein SCO6905
6906,hypothetical protein SCO6906
6907,DNA ligase
6908,hypothetical protein SCO6908
6909,hypothetical protein SCO6909
6910,insertion element transposase
6911,
6912,
6913,hypothetical protein SCO6913
6914,hypothetical protein SCO6914
6915,hypothetical protein SCO6915
6916,hypothetical protein SCO6916
6917,hypothetical protein SCO6917
6918,hypothetical protein SCO6918
6919,hypothetical protein SCO6919
6920,hypothetical protein SCO6920
6921,hypothetical protein SCO6921
6922,hypothetical protein SCO6922
6923,hypothetical protein SCO6923
6924,DNA-binding protein
6925,hypothetical protein SCO6925
6926,hypothetical protein SCO6926
6927,hypothetical protein SCO6927
6928,O-methyltransferase
6929,"hypothetical protein SCO6929, partial"
6930,hypothetical protein SCO6930
6931,hypothetical protein SCO6931
6932,hypothetical protein SCO6932
6933,hypothetical protein SCO6933
6934,hypothetical protein SCO6934
6935,hypothetical protein SCO6935
6936,hypothetical protein SCO6936
6937,DNA-binding protein
6938,acyl-CoA dehydrogenase
6939,hypothetical protein SCO6939
6940,ATP/GTP binding protein
6941,hypothetical protein SCO6941
6942,hypothetical protein SCO6942
6943,sensor histidine-kinase
6944,hypothetical protein SCO6944
6945,hypothetical protein SCO6945
6946,hypothetical protein SCO6946
6947,hypothetical protein SCO6947
6948,"hypothetical protein SCO6948, partial"
6949,hypothetical protein SCO6949
6950,hypothetical protein SCO6950
6951,hypothetical protein SCO6951
6952,hypothetical protein SCO6952
6953,hypothetical protein SCO6953
6954,monovalent cation/H+ antiporter subunit A
6955,monovalent cation/H+ antiporter subunit C
6956,monovalent cation/H+ antiporter subunit D
6957,monovalent cation/H+ antiporter subunit E
6958,hypothetical protein SCO6958
6959,monovalent cation/H+ antiporter subunit G
6960,hypothetical protein SCO6960
6961,hypothetical protein SCO6961
6962,glutamine synthetase
6963,lipoprotein
6964,hypothetical protein SCO6964
6965,hypothetical protein SCO6965
6966,lipase
6967,beta-ketoadipyl-CoA thiolase
6968,long-chain-fatty-acid-CoA ligase
6969,hypothetical protein SCO6969
6970,membrane transport protein
6971,precorrin 6A synthase
6972,hypothetical protein SCO6972
6973,hypothetical protein SCO6973
6974,GntR family transcriptional regulator
6975,"acetolactate synthase, partial"
6976,hypothetical protein SCO6976
6977,hypothetical protein SCO6977
6978,carbohydrate kinase
6979,solute-binding lipoprotein
6980,ABC transporter membrane protein
6981,ABC transporter ATP-binding protein
6982,hypothetical protein SCO6982
6983,hypothetical protein SCO6983
6984,oxidoreductase
6985,hypothetical protein SCO6985
6986,DNA-binding protein
6987,hypothetical protein SCO6987
6988,oxidoreductase
6989,hypothetical protein SCO6989
6990,membrane transport protein
6991,hypothetical protein SCO6991
6992,regulatory protein
6993,regulatory protein
6994,hypothetical protein SCO6994
6995,protease
6996,RNA polymerase sigma factor
6997,hypothetical protein SCO6997
6998,cytochrome P450
6999,hypothetical protein SCO6999
7000,isocitrate dehydrogenase
7001,hypothetical protein SCO7001
7002,amino acid/metabolite permease
7003,hypothetical protein SCO7003
7004,carbohydrate kinase
7005,oxidoreductase
7006,oxidoreductase
7007,hypothetical protein SCO7007
7008,ABC transporter ATP-binding protein
7009,hypothetical protein SCO7009
7010,alpha glucosidase
7011,membrane transport protein
7012,"binding protein dependent transport protein, partial"
7013,sugar-binding lipoprotein
7014,LacI family transcriptional regulator
7015,glycosyl hydrolase
7016,LacI family transcriptional regulator
7017,hypothetical protein SCO7017
7018,hypothetical protein SCO7018
7019,alpha-amylase
7020,alpha-amylase
7021,hypothetical protein SCO7021
7022,hypothetical protein SCO7022
7023,hypothetical protein SCO7023
7024,acetyltransferase
7025,LysR family transcriptional regulator
7026,hypothetical protein SCO7026
7027,LacI family transcriptional regulator
7028,sugar-binding lipoprotein
7029,binding-protein-dependent transport protein
7030,binding-protein-dependent transport protein
7031,beta-D-xylosidase
7032,hypothetical protein SCO7032
7033,regulatory protein
7034,"aminotransferase, partial"
7035,succinate-semialdehyde dehydrogenase
7036,argininosuccinate synthase
7037,hypothetical protein SCO7037
7038,hypothetical protein SCO7038
7039,ABC transporter ATP-binding protein
7040,glyceraldehyde-3-phosphate dehydrogenase
7041,hypothetical protein SCO7041
7042,MarR family transcriptional regulator
7043,hypothetical protein SCO7043
7044,camphor resistance protein CrcB
7045,hypothetical protein SCO7045
7046,camphor resistance protein CrcB
7047,UDP pyrophosphate phosphatase
7048,delta fatty acid desaturase
7049,glutaminase
7050,D-alanyl-D-alanine carboxypeptidase
7051,transcription termination factor Rho
7052,hypothetical protein SCO7052
7053,hypothetical protein SCO7053
7054,hypothetical protein SCO7054
7055,methyltransferase
7056,GntR family transcriptional regulator
7057,esterase
7058,hypothetical protein SCO7058
7059,oxidoreductase
7060,hypothetical protein SCO7060
7061,MarR family transcriptional regulator
7062,methylase
7063,hypothetical protein SCO7063
7064,hypothetical protein SCO7064
7065,hypothetical protein SCO7065
7066,"2,4-dienoyl-CoA reductase"
7067,hypothetical protein SCO7067
7068,hypothetical protein SCO7068
7069,hydrolase
7070,hypothetical protein SCO7070
7071,hypothetical protein SCO7071
7072,hypothetical protein SCO7072
7073,dihydroxyacetone kinase subunit DhaK
7074,hypothetical protein SCO7074
7075,two component response regulator protein
7076,two-component histidine kinase
7077,hypothetical protein SCO7077
7078,"insertion element transposase (fragment), partial"
7079,
7080,insertion element transposase
7081,phospholipase
7082,hypothetical protein SCO7082
7083,"insertion element transposase (fragment), partial"
7084,hypothetical protein SCO7084
7085,hypothetical protein SCO7085
7086,MerR family transcriptional regulator
7087,oxidoreductase
7088,two-component system response regulator
7089,two-component system sensor kinase
7090,hypothetical protein SCO7090
7091,hypothetical protein SCO7091
7092,hypothetical protein SCO7092
7093,transcriptional regulator
7094,flavohemoprotein
7095,hydrolase
7096,hypothetical protein SCO7096
7097,MarR family regulatory protein
7098,hypothetical protein SCO7098
7099,RNA polymerase sigma factor
7100,oxidoreductase
7101,dehydrogenase
7102,hypothetical protein SCO7102
7103,hypothetical protein SCO7103
7104,RNA polymerase sigma factor
7105,RNA polymerase sigma factor
7106,hypothetical protein SCO7106
7107,hypothetical protein SCO7107
7108,hypothetical protein SCO7108
7109,oxidoreductase
7110,ferredoxin
7111,hydroperoxide resistance protein
7112,ECF family RNA polymerase sigma factor
7113,hypothetical protein SCO7113
7114,hypothetical protein SCO7114
7115,hypothetical protein SCO7115
7116,hypothetical protein SCO7116
7117,ferredoxin reductase
7118,hypothetical protein SCO7118
7119,dehydrogenase
7120,ubiquinol-cytochrome C reductase cytochrome B subunit
7121,hypothetical protein SCO7121
7122,acetyltransferase
7123,acyltransferase
7124,pyruvate dehydrogenase subunit E1
7125,hypothetical protein SCO7125
7126,hypothetical protein SCO7126
7127,hypothetical protein SCO7127
7128,transmembrane efflux protein
7129,hypothetical protein SCO7129
7130,hypothetical protein SCO7130
7131,lipase
7132,hypothetical protein SCO7132
7133,hypothetical protein SCO7133
7134,transcriptional regulator
7135,hypothetical protein SCO7135
7136,hypothetical protein SCO7136
7137,regulatory protein
7138,hypothetical protein SCO7138
7139,aldehyde dehydrogenase
7140,DNA-binding protein
7141,hypothetical protein SCO7141
7142,hypothetical protein SCO7142
7143,transcriptional regulator
7144,ECF sigma factor
7145,transcriptional regulator
7146,regulatory protein
7147,ketoreductase
7148,hypothetical protein SCO7148
7149,lyase
7150,acetyltransferase
7151,hypothetical protein SCO7151
7152,hypothetical protein SCO7152
7153,sugar transporter
7154,ketol-acid reductoisomerase
7155,hypothetical protein SCO7155
7156,hypothetical protein SCO7156
7157,"hypothetical protein SCO7157, partial"
7158,hypothetical protein SCO7158
7159,hypothetical protein SCO7159
7160,hypothetical protein SCO7160
7161,3-oxoacyl-ACP reductase
7162,oxidoreductase
7163,transferase
7164,hypothetical protein SCO7164
7165,sugar-binding integral membrane transport protein
7166,sugar-transporter integral membrane protein
7167,sugar-binding protein
7168,GntR family transcriptional regulator
7169,hypothetical protein SCO7169
7170,sugar hydrolase
7171,lyase
7172,hypothetical protein SCO7172
7173,transcriptional regulator
7174,hypothetical protein SCO7174
7175,regulator
7176,peptidase
7177,hypothetical protein SCO7177
7178,transcriptional regulator
7179,amidase
7180,hypothetical protein SCO7180
7181,branched-chain amino acid ABC transporter ATP-binding protein
7182,branched-chain amino acid ABC transporter ATP-binding protein
7183,branched amino acid transport system permease
7184,branched amino acid transport system permease
7185,branched amino acid binding hypothetical protein
7186,hypothetical protein SCO7186
7187,lipoprotein
7188,peptidase
7189,hypothetical protein SCO7189
7190,hypothetical protein SCO7190
7191,hypothetical protein SCO7191
7192,sigma factor
7193,hypothetical protein SCO7193
7194,polysaccharide biosynthesis protein
7195,hypothetical protein SCO7195
7196,ion transport integral membrane protein
7197,amino acid ABC transporter permease
7198,"regulatory protein, partial"
7199,hypothetical protein SCO7199
7200,hypothetical protein SCO7200
7201,transcriptional regulator
7202,"hypothetical protein SCO7202, partial"
7203,hypothetical protein SCO7203
7204,hypothetical protein SCO7204
7205,hydrolase
7206,hypothetical protein SCO7206
7207,hypothetical protein SCO7207
7208,hypothetical protein SCO7208
7209,hypothetical protein SCO7209
7210,hypothetical protein SCO7210
7211,glycosyl hydrolase
7212,glycosyl hydrolase
7213,hypothetical protein SCO7213
7214,hypothetical protein SCO7214
7215,hypothetical protein SCO7215
7216,FecCD-family membrane transport protein
7217,iron ABC transporter ATP-binding protein
7218,iron transport lipoprotein
7219,phosphoglycerate mutase
7220,hypothetical protein SCO7220
7221,polyketide synthase
7222,TetR family transcriptional regulator
7223,monooxygenase
7224,hypothetical protein SCO7224
7225,chitinase
7226,hypothetical protein SCO7226
7227,hypothetical protein SCO7227
7228,polysaccharide lyase
7229,hypothetical protein SCO7229
7230,two-component system response regulator
7231,two-component system sensor kinase
7232,hypothetical protein SCO7232
7233,hypothetical protein SCO7233
7234,cytochrome C oxidase polypeptide I
7235,"hypothetical protein SCO7235, partial"
7236,ubiquinol-cytochrome C reductase cytochrome subunit B
7237,hypothetical protein SCO7237
7238,hypothetical protein SCO7238
7239,hypothetical protein SCO7239
7240,Ser/Thr protein kinase
7241,oxidoreductase
7242,hypothetical protein SCO7242
7243,hypothetical protein SCO7243
7244,acyl-CoA synthetase
7245,hydrolase
7246,hypothetical protein SCO7246
7247,hypothetical protein SCO7247
7248,hypothetical protein SCO7248
7249,hypothetical protein SCO7249
7250,hypothetical protein SCO7250
7251,hypothetical protein SCO7251
7252,regulatory protein
7253,hypothetical protein SCO7253
7254,myo-inositol dehydrogenase
7255,hypothetical protein SCO7255
7256,protease
7257,hypothetical protein SCO7257
7258,hypothetical protein SCO7258
7259,hypothetical protein SCO7259
7260,hypothetical protein SCO7260
7261,hypothetical protein SCO7261
7262,hypothetical protein SCO7262
7263,chitinase
7264,oxidoreductase
7265,hypothetical protein SCO7265
7266,3-oxoacyl-ACP reductase
7267,hypothetical protein SCO7267
7268,adenosine deaminase
7269,hypothetical protein SCO7269
7270,transcriptional regulator
7271,ion channel subunit
7272,isomerase
7273,hypothetical protein SCO7273
7274,hypothetical protein SCO7274
7275,hypothetical protein SCO7275
7276,hypothetical protein SCO7276
7277,regulator protein
7278,RNA polymerase sigma factor
7279,DNA-binding protein
7280,ATP-dependent Clp protease proteolytic subunit 2
7281,ATP-dependent Clp protease proteolytic subunit
7282,DNA-binding protein
7283,hydroxylase
7284,ribonuclease H
7285,hydroxylase
7286,oxidoreducatse
7287,hypothetical protein SCO7287
7288,hypothetical protein SCO7288
7289,regulator
7290,dehydrogenase
7291,"Ser/Thr protein kinase, partial"
7292,threonine dehydratase
7293,hypothetical protein SCO7293
7294,hypothetical protein SCO7294
7295,LuxR family transcriptional regulator
7296,hypothetical protein SCO7296
7297,two-component sensor histidine kinase
7298,thioredoxin reductase
7299,stress-inducible protein
7300,hypothetical protein SCO7300
7301,hypothetical protein SCO7301
7302,hypothetical protein SCO7302
7303,TetR family transcriptional regulator
7304,FAD-binding dehydrogenase
7305,hypothetical protein SCO7305
7306,regulatory protein
7307,chromosome replication initiation inhibitor protein
7308,membrane transport protein
7309,membrane transport protein
7310,regulatory protein
7311,amino acid decarboxylase
7312,hypothetical protein SCO7312
7313,hypothetical protein SCO7313
7314,RNA polymerase sigma factor
7315,hypothetical protein SCO7315
7316,hypothetical protein SCO7316
7317,hypothetical protein SCO7317
7318,hypothetical protein SCO7318
7319,oxidoreductase
7320,hypothetical protein SCO7320
7321,hypothetical protein SCO7321
7322,"anti-sigma factor, partial"
7323,anti-sigma factor antagonist
7324,regulatory protein
7325,anti-sigma factor antagonist
7326,hypothetical protein SCO7326
7327,two-component system sensory histidine kinase
7328,regulatory protein
7329,long-chain-fatty-acid-CoA ligase
7330,hypothetical protein SCO7330
7331,carboxylate-amine ligase
7332,glycogen branching protein
7333,hypothetical protein SCO7333
7334,trehalose synthase
7335,alpha-amylase
7336,hypothetical protein SCO7336
7337,hypothetical protein SCO7337
7338,glycogen debranching protein
7339,hypothetical protein SCO7339
7340,hypothetical protein SCO7340
7341,RNA polymerase secondary sigma factor
7342,hypothetical protein SCO7342
7343,porphobilinogen deaminase
7344,hypothetical protein SCO7344
7345,ATP-dependent DNA ligase
7346,membrane transport protein
7347,"hypothetical protein SCO7347, partial"
7348,hypothetical protein SCO7348
7349,hypothetical protein SCO7349
7350,membrane efflux protein
7351,AraC family transcription regulator
7352,hypothetical protein SCO7352
7353,hypothetical protein SCO7353
7354,hypothetical protein SCO7354
7355,hypothetical protein SCO7355
7356,oxidoreductase
7357,dioxygenase
7358,hypothetical protein SCO7358
7359,hydrolase
7360,hypothetical protein SCO7360
7361,DNA-binding protein
7362,oxidoreductase
7363,oxidoreductase
7364,TetR family transcriptional regulator
7365,hypothetical protein SCO7365
7366,hypothetical protein SCO7366
7367,membrane efflux protein
7368,hypothetical protein SCO7368
