#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_003888.3,6183701,6184114,-,1101119,-,SCO5680,NP_629808.1,137,-,cytidine deaminase
chr,NC_003888.3,6184140,6185315,-,1101120,-,SCO5681,NP_629809.1,391,-,glycosyl transferase
chr,NC_003888.3,6185312,6186445,-,1101121,-,SCO5682,NP_629810.1,377,-,hypothetical protein SCO5682
chr,NC_003888.3,6186588,6187784,+,1101122,-,SCO5683,NP_629811.1,398,-,two-component system sensor kinase
chr,NC_003888.3,6187781,6188494,+,1101123,-,SCO5684,NP_629812.1,237,-,two-component system response regulator
chr,NC_003888.3,6188536,6191418,-,1101124,-,SCO5685,NP_629813.1,960,-,sugar hydrolase
chr,NC_003888.3,6191668,6193353,+,1101125,-,SCO5686,NP_629814.1,561,-,lipoprotein
chr,NC_003888.3,6193381,6194421,+,1101126,-,SCO5687,NP_629815.1,346,-,transport system integral membrane protein
chr,NC_003888.3,6194418,6195389,+,1101127,-,SCO5688,NP_629816.1,323,-,transport system integral membrane protein
chr,NC_003888.3,6195389,6197359,+,1101128,-,SCO5689,NP_629817.1,656,-,beta-galactosidase
chr,NC_003888.3,6197356,6199599,+,1101129,-,SCO5690,NP_629818.1,747,-,hypothetical protein SCO5690
chr,NC_003888.3,6199638,6200372,+,1101130,-,SCO5691,NP_629819.1,244,-,hypothetical protein SCO5691
chr,NC_003888.3,6200514,6201527,-,1101131,-,SCO5692,NP_629820.1,337,-,transcriptional regulator
chr,NC_003888.3,6201820,6203796,+,1101132,-,SCO5693,NP_629821.1,658,-,acyl CoA dehydrogenase
chr,NC_003888.3,6203922,6205178,+,1101133,-,SCO5694,NP_629822.1,418,-,1-deoxy-D-xylulose 5-phosphate reductoisomerase
chr,NC_003888.3,6205187,6206479,+,1101134,-,SCO5695,NP_629823.1,430,-,metalloprotease
chr,NC_003888.3,6206675,6207832,+,1101135,ispG,SCO5696,NP_629824.1,385,-,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
chr,NC_003888.3,6208102,6208965,+,1101136,-,SCO5697,NP_629825.1,287,-,hypothetical protein SCO5697
chr,NC_003888.3,6209024,6209566,+,1101137,-,SCO5698,NP_629826.1,180,-,hypothetical protein SCO5698
chr,NC_003888.3,6209640,6211343,+,1101138,-,SCO5699,NP_629827.1,567,-,prolyl-tRNA synthetase
chr,NC_003888.3,6211917,6212816,-,1101139,-,SCO5700,NP_629828.1,299,-,kinase
chr,NC_003888.3,6212856,6213359,-,1101140,-,SCO5701,NP_629829.1,167,-,hypothetical protein SCO5701
chr,NC_003888.3,6213362,6213925,-,1101141,-,SCO5702,NP_629830.1,187,-,lipoprotein
chr,NC_003888.3,6214338,6214871,+,1101142,-,SCO5703,NP_629831.1,177,-,hypothetical protein SCO5703
chr,NC_003888.3,6214874,6215896,+,1101143,nusA,SCO5704,NP_629832.1,340,-,transcription elongation factor NusA
chr,NC_003888.3,6215999,6216304,+,1101144,-,SCO5705,NP_629833.1,101,-,hypothetical protein SCO5705
chr,NC_003888.3,6216466,6219567,+,1101145,infB,SCO5706,NP_733671.1,1033,-,translation initiation factor IF-2
chr,NC_003888.3,6219719,6220012,+,1101146,-,SCO5707,NP_629834.1,97,-,hypothetical protein SCO5707
chr,NC_003888.3,6220097,6220579,+,1101147,rbfA,SCO5708,NP_629835.1,160,-,ribosome-binding factor A
chr,NC_003888.3,6220576,6221481,+,1101148,truB,SCO5709,NP_629836.1,301,-,tRNA pseudouridine synthase B
chr,NC_003888.3,6221737,6225837,+,1101149,-,SCO5710,NP_629837.1,1366,-,large Pro/Ala/Gly-rich protein
chr,NC_003888.3,6225981,6226937,+,1101150,-,SCO5711,NP_629838.1,318,-,bifunctional riboflavin kinase/FMN adenylyltransferase
chr,NC_003888.3,6227052,6228131,-,1101151,-,SCO5712,NP_629839.1,359,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6228128,6229324,-,1101152,-,SCO5713,NP_629840.1,398,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6229321,6230274,-,1101153,-,SCO5714,NP_629841.1,317,-,peptide transport permease
chr,NC_003888.3,6230271,6231227,-,1101154,-,SCO5715,NP_733672.1,318,-,"peptide transport system permease, partial"
chr,NC_003888.3,6231310,6233175,-,1101155,-,SCO5716,NP_629842.1,621,-,peptide transport system peptide binding protein
chr,NC_003888.3,6233478,6236729,-,1101156,-,SCO5717,NP_629843.1,1083,-,hypothetical protein SCO5717
chr,NC_003888.3,6237208,6238782,+,1101157,-,SCO5718,NP_629844.1,524,-,hypothetical protein SCO5718
chr,NC_003888.3,6238820,6239620,-,1101158,-,SCO5719,NP_629845.1,266,-,hypothetical protein SCO5719
chr,NC_003888.3,6239617,6240885,-,1101159,-,SCO5720,NP_629846.1,422,-,hypothetical protein SCO5720
chr,NC_003888.3,6241070,6242596,+,1101160,-,SCO5721,NP_629847.1,508,-,hypothetical protein SCO5721
chr,NC_003888.3,6242668,6243909,+,1101161,-,SCO5722,NP_629848.1,413,-,serine protease
chr,NC_003888.3,6243938,6244234,-,1101162,-,SCO5723,NP_629849.1,98,-,"regulator, BldB"
chr,NC_003888.3,6244538,6244912,+,1101163,-,SCO5724,NP_629850.1,124,-,hypothetical protein SCO5724
chr,NC_003888.3,6244949,6245260,+,1101164,-,SCO5725,NP_629851.1,103,-,hypothetical protein SCO5725
chr,NC_003888.3,6245381,6245860,+,1101165,-,SCO5726,NP_629852.1,159,-,hypothetical protein SCO5726
chr,NC_003888.3,6245884,6246486,+,1101166,-,SCO5727,NP_629853.1,200,-,hypothetical protein SCO5727
chr,NC_003888.3,6246517,6247155,-,1101167,-,SCO5728,NP_629854.1,212,-,hypothetical protein SCO5728
chr,NC_003888.3,6247184,6249421,-,1101168,-,SCO5729,NP_629855.1,745,-,hypothetical protein SCO5729
chr,NC_003888.3,6249423,6249845,-,1101169,-,SCO5730,NP_629856.1,140,-,hypothetical protein SCO5730
chr,NC_003888.3,6249911,6251263,-,1101170,-,SCO5731,NP_629857.1,450,-,serine protease
chr,NC_003888.3,6251294,6252847,-,1101171,-,SCO5732,NP_629858.1,517,-,hypothetical protein SCO5732
chr,NC_003888.3,6252847,6253335,-,1101172,-,SCO5733,NP_629859.1,162,-,hypothetical protein SCO5733
chr,NC_003888.3,6253407,6257372,-,1101173,-,SCO5734,NP_629860.1,1321,-,ATP/GTP binding protein membrane protein
chr,NC_003888.3,6257530,6259005,+,1101174,-,SCO5735,NP_629861.1,491,-,hypothetical protein SCO5735
chr,NC_003888.3,6259203,6259490,+,1101175,rpsO,SCO5736,NP_629862.1,95,-,30S ribosomal protein S15
chr,NC_003888.3,6259773,6261992,+,1101176,-,SCO5737,NP_733673.1,739,-,"polynucleotide phosphorylase/polyadenylase, partial"
chr,NC_003888.3,6261989,6263368,+,1101177,-,SCO5738,NP_629863.1,459,-,protease
chr,NC_003888.3,6263394,6264146,+,1101178,-,SCO5739,NP_629864.1,250,-,dihydrodipicolinate reductase
chr,NC_003888.3,6264160,6264615,+,1101179,-,SCO5740,NP_629865.1,151,-,hypothetical protein SCO5740
chr,NC_003888.3,6264691,6265245,-,1101180,-,SCO5741,NP_629866.1,184,-,hypothetical protein SCO5741
chr,NC_003888.3,6265362,6265601,-,1101181,-,SCO5742,NP_629867.1,79,-,hypothetical protein SCO5742
chr,NC_003888.3,6265793,6266533,+,1101182,thyX,SCO5743,NP_629868.1,246,-,FAD-dependent thymidylate synthase
chr,NC_003888.3,6266753,6267652,+,1101183,dapA,SCO5744,NP_629869.1,299,-,dihydrodipicolinate synthase
chr,NC_003888.3,6267805,6269490,+,1101184,-,SCO5745,NP_629870.1,561,-,hypothetical protein SCO5745
chr,NC_003888.3,6275223,6275900,+,1101188,-,SCO5746,NP_629871.1,225,-,hypothetical protein SCO5746
chr,NC_003888.3,6276106,6278856,-,1101189,-,SCO5747,NP_629872.1,916,-,regulatory protein
chr,NC_003888.3,6279265,6284754,+,1101190,-,SCO5748,NP_629873.1,1829,-,sensory histidine kinase
chr,NC_003888.3,6285256,6285930,+,1101191,-,SCO5749,NP_629874.1,224,-,two-component regulator
chr,NC_003888.3,6286097,6288886,+,1101192,-,SCO5750,NP_629875.1,929,-,ftsK-like protein
chr,NC_003888.3,6289190,6290053,+,1101193,-,SCO5751,NP_629876.1,287,-,hypothetical protein SCO5751
chr,NC_003888.3,6290145,6291626,+,1101194,-,SCO5752,NP_629877.1,493,-,hypothetical protein SCO5752
chr,NC_003888.3,6291623,6292414,+,1101195,-,SCO5753,NP_629878.1,263,-,phosphatidylglycerophosphate synthase
chr,NC_003888.3,6292411,6292956,+,1101196,-,SCO5754,NP_629879.1,181,-,hypothetical protein SCO5754
chr,NC_003888.3,6293066,6293446,+,1101197,-,SCO5755,NP_629880.1,126,-,hypothetical protein SCO5755
chr,NC_003888.3,6293651,6294121,+,1101198,-,SCO5756,NP_629881.1,156,-,hypothetical protein SCO5756
chr,NC_003888.3,6294128,6294394,+,1101199,-,SCO5757,NP_629882.1,88,-,hypothetical protein SCO5757
chr,NC_003888.3,6294450,6294824,+,1101200,-,SCO5758,NP_629883.1,124,-,transcriptional regulator
chr,NC_003888.3,6294821,6295306,+,1101201,-,SCO5759,NP_629884.1,161,-,hypothetical protein SCO5759
chr,NC_003888.3,6295344,6296174,-,1101202,-,SCO5760,NP_629885.1,276,-,DNA glycosylase
chr,NC_003888.3,6296193,6301265,-,1101203,-,SCO5761,NP_629886.1,1690,-,ATP-dependent DNA helicase
chr,NC_003888.3,6301456,6302322,+,1101204,-,SCO5762,NP_629887.1,288,-,"AraC family transcription regulator, partial"
chr,NC_003888.3,6302319,6303089,+,1101205,-,SCO5763,NP_629888.1,256,-,hypothetical protein SCO5763
chr,NC_003888.3,6303086,6303394,+,1101206,-,SCO5764,NP_629889.1,102,-,hypothetical protein SCO5764
chr,NC_003888.3,6303404,6304429,-,1101207,-,SCO5765,NP_629890.1,341,-,hypothetical protein SCO5765
chr,NC_003888.3,6304454,6304648,+,1101208,-,SCO5766,NP_629891.1,64,-,hypothetical protein SCO5766
chr,NC_003888.3,6304820,6306028,+,1101209,-,SCO5767,NP_629892.1,402,-,hypothetical protein SCO5767
chr,NC_003888.3,6306165,6306365,-,1101210,-,SCO5768,NP_629893.1,66,-,hypothetical protein SCO5768
chr,NC_003888.3,6306654,6307778,+,1101211,recA,SCO5769,NP_629894.1,374,-,recombinase A
chr,NC_003888.3,6307998,6308564,+,1101212,recX,SCO5770,NP_629895.1,188,-,recombination regulator RecX
chr,NC_003888.3,6308921,6309319,-,1101213,-,SCO5771,NP_629896.1,132,-,hypothetical protein SCO5771
chr,NC_003888.3,6309316,6309864,-,1101214,-,SCO5772,NP_629897.1,182,-,hypothetical protein SCO5772
chr,NC_003888.3,6310159,6311784,-,1101215,-,SCO5773,NP_629898.1,541,-,monooxygenase
chr,NC_003888.3,6311961,6312860,-,1101216,-,SCO5774,NP_629899.1,299,-,glutamate permease
chr,NC_003888.3,6312857,6313525,-,1101217,-,SCO5775,NP_629900.1,222,-,glutamate permease
chr,NC_003888.3,6313610,6314446,-,1101218,-,SCO5776,NP_629901.1,278,-,glutamate binding protein
chr,NC_003888.3,6314572,6315348,-,1101219,-,SCO5777,NP_629902.1,258,-,glutamate uptake system ATP-binding protein
chr,NC_003888.3,6315651,6316337,+,1101220,-,SCO5778,NP_629903.1,228,-,two-component system regulator
chr,NC_003888.3,6316347,6317792,+,1101221,-,SCO5779,NP_733674.1,481,-,"two-component system sensor, partial"
chr,NC_003888.3,6317771,6318766,-,1101222,-,SCO5780,NP_629904.1,331,-,hypothetical protein SCO5780
chr,NC_003888.3,6318816,6319355,+,1101223,-,SCO5781,NP_629905.1,179,-,hypothetical protein SCO5781
chr,NC_003888.3,6319451,6320686,-,1101224,-,SCO5782,NP_629906.1,411,-,transmembrane transport protein
chr,NC_003888.3,6320691,6321176,-,1101225,-,SCO5783,NP_629907.1,161,-,hypothetical protein SCO5783
chr,NC_003888.3,6321291,6322367,+,1101226,-,SCO5784,NP_629908.1,358,-,two-component sensor
chr,NC_003888.3,6322367,6323026,+,1101227,-,SCO5785,NP_629909.1,219,-,two-component regulator
chr,NC_003888.3,6323081,6324283,-,1101228,-,SCO5786,NP_629910.1,400,-,hydrolase
chr,NC_003888.3,6324453,6325970,+,1101229,-,SCO5787,NP_629911.1,505,-,(dimethylallyl)adenosine tRNA methylthiotransferase
chr,NC_003888.3,6326020,6326733,+,1101230,-,SCO5788,NP_629912.1,237,-,hypothetical protein SCO5788
chr,NC_003888.3,6326868,6327161,-,1101231,-,SCO5789,NP_629913.1,97,-,hypothetical protein SCO5789
chr,NC_003888.3,6327186,6327473,-,1101232,-,SCO5790,NP_629914.1,95,-,hypothetical protein SCO5790
chr,NC_003888.3,6327656,6328594,+,1101233,miaA,SCO5791,NP_629915.1,312,-,tRNA delta(2)-isopentenylpyrophosphate transferase
chr,NC_003888.3,6328696,6329199,+,1101234,-,SCO5792,NP_629916.1,167,-,transmembrane protein
chr,NC_003888.3,6329272,6330141,+,1101235,dapF,SCO5793,NP_629917.1,289,-,diaminopimelate epimerase
chr,NC_003888.3,6330388,6332565,+,1101236,-,SCO5794,NP_629918.1,725,-,kinase/phosphohydrolase
chr,NC_003888.3,6332816,6334354,+,1101237,-,SCO5795,NP_629919.1,512,-,zinc metalloprotease membrane protein
chr,NC_003888.3,6334502,6335995,+,1101238,-,SCO5796,NP_629920.1,497,-,hypothetical protein SCO5796
chr,NC_003888.3,6336091,6337308,-,1101239,-,SCO5797,NP_629921.1,405,-,hypothetical protein SCO5797
chr,NC_003888.3,6337406,6338635,-,1101240,-,SCO5798,NP_629922.1,409,-,hypothetical protein SCO5798
chr,NC_003888.3,6338949,6340547,+,1101241,-,SCO5799,NP_629923.1,532,-,aminotransferase
chr,NC_003888.3,6340587,6342533,+,1101242,-,SCO5800,NP_629924.1,648,-,hypothetical protein SCO5800
chr,NC_003888.3,6342563,6343258,+,1101243,-,SCO5801,NP_629925.1,231,-,hypothetical protein SCO5801
chr,NC_003888.3,6343581,6345575,+,1101244,-,SCO5802,NP_629926.1,664,-,ATP-dependent helicase
chr,NC_003888.3,6345664,6346368,-,1101245,-,SCO5803,NP_629927.1,234,-,LexA repressor
chr,NC_003888.3,6347027,6347575,+,1101246,nrdR,SCO5804,NP_629928.1,182,-,transcriptional regulator NrdR
chr,NC_003888.3,6347744,6350647,+,1101247,-,SCO5805,NP_629929.1,967,-,vitamin B12-dependent ribonucleotide reductase
chr,NC_003888.3,6350725,6351333,-,1101248,-,SCO5806,NP_629930.1,202,-,hypothetical protein SCO5806
chr,NC_003888.3,6351356,6352033,+,1101249,-,SCO5807,NP_629931.1,225,-,hypothetical protein SCO5807
chr,NC_003888.3,6352147,6352806,+,1101250,-,SCO5808,NP_629932.1,219,-,hypothetical protein SCO5808
chr,NC_003888.3,6352819,6353724,+,1101251,-,SCO5809,NP_629933.1,301,-,hydrolase
chr,NC_003888.3,6354012,6355559,-,1101252,-,SCO5810,NP_629934.1,515,-,transmembrane efflux protein
chr,NC_003888.3,6355747,6356367,+,1101253,-,SCO5811,NP_733675.1,206,-,"transcriptional regulator, partial"
chr,NC_003888.3,6356449,6357150,+,1101254,rnhB,SCO5812,NP_629935.1,233,-,ribonuclease HII
chr,NC_003888.3,6357219,6357857,+,1101255,-,SCO5813,NP_629936.1,212,-,hypothetical protein SCO5813
chr,NC_003888.3,6358172,6358786,-,1101256,-,SCO5814,NP_629937.1,204,-,hypothetical protein SCO5814
chr,NC_003888.3,6359074,6361233,+,1101257,-,SCO5815,NP_629938.1,719,-,ATP-dependent DNA helicase
chr,NC_003888.3,6361399,6363003,+,1101258,-,SCO5816,NP_629939.1,534,-,hypothetical protein SCO5816
chr,NC_003888.3,6363009,6363893,+,1101259,-,SCO5817,NP_629940.1,294,-,DNA hydrolase
chr,NC_003888.3,6363949,6366183,+,1101260,-,SCO5818,NP_629941.1,744,-,ABC transporter
chr,NC_003888.3,6366349,6367236,+,1101261,-,SCO5819,NP_629942.1,295,-,"sporulation transcription factor, WhiH"
chr,NC_003888.3,6367665,6369200,+,1101262,-,SCO5820,NP_629943.1,511,-,RNA polymerase sigma factor
chr,NC_003888.3,6369367,6370224,+,1101263,-,SCO5821,NP_629944.1,285,-,serine protease
chr,NC_003888.3,6371006,6373129,+,1101264,-,SCO5822,NP_629945.1,707,-,DNA topoisomerase IV subunit B
chr,NC_003888.3,6373348,6373872,+,1101265,-,SCO5823,NP_629946.1,174,-,hypothetical protein SCO5823
chr,NC_003888.3,6373869,6375023,+,1101266,-,SCO5824,NP_629947.1,384,-,two-component sensor
chr,NC_003888.3,6375020,6375709,+,1101267,-,SCO5825,NP_629948.1,229,-,two-component response regulator
chr,NC_003888.3,6375779,6376357,+,1101268,-,SCO5826,NP_629949.1,192,-,hypothetical protein SCO5826
chr,NC_003888.3,6376354,6377946,+,1101269,-,SCO5827,NP_629950.1,530,-,transmembrane transport protein
chr,NC_003888.3,6377983,6378663,-,1101270,-,SCO5828,NP_629951.1,226,-,two-component transcriptional regulator
chr,NC_003888.3,6378660,6380360,-,1101271,-,SCO5829,NP_629952.1,566,-,two-component sensor
chr,NC_003888.3,6380416,6381357,-,1101272,-,SCO5830,NP_629953.1,313,-,hypothetical protein SCO5830
chr,NC_003888.3,6381412,6382677,-,1101273,-,SCO5831,NP_629954.1,421,-,citrate synthase-like protein
chr,NC_003888.3,6382802,6383974,+,1101274,-,SCO5832,NP_629955.1,390,-,citrate synthase
chr,NC_003888.3,6384115,6384351,-,1101275,-,SCO5833,NP_629956.1,78,-,hypothetical protein SCO5833
chr,NC_003888.3,6384501,6385247,-,1101276,-,SCO5834,NP_629957.1,248,-,hypothetical protein SCO5834
chr,NC_003888.3,6385339,6386427,+,1101277,-,SCO5835,NP_629958.1,362,-,ATP/GTP-binding protein
chr,NC_003888.3,6386424,6388880,-,1101278,-,SCO5836,NP_629959.1,818,-,DNA topoisomerase IV subunit A
chr,NC_003888.3,6389216,6390568,+,1101279,-,SCO5837,NP_629960.1,450,-,zinc protease
chr,NC_003888.3,6390565,6391953,+,1101280,-,SCO5838,NP_629961.1,462,-,protease
chr,NC_003888.3,6392322,6393074,+,1101281,-,SCO5839,NP_629962.1,250,-,hypothetical protein SCO5839
chr,NC_003888.3,6393195,6393890,+,1101282,-,SCO5840,NP_629963.1,231,-,transcriptional regulator
chr,NC_003888.3,6394045,6394326,-,1101283,-,SCO5841,NP_629964.1,93,-,phosphocarrier protein HPr
chr,NC_003888.3,6394529,6397648,+,1101284,-,SCO5842,NP_629965.1,1039,-,hypothetical protein SCO5842
chr,NC_003888.3,6397754,6398341,+,1101285,-,SCO5843,NP_629966.1,195,-,hypothetical protein SCO5843
chr,NC_003888.3,6398341,6399534,+,1101286,-,SCO5844,NP_629967.1,397,-,hypothetical protein SCO5844
chr,NC_003888.3,6399582,6400232,+,1101287,-,SCO5845,NP_629968.1,216,-,thymidine kinase
chr,NC_003888.3,6400262,6402331,-,1101288,-,SCO5846,NP_629969.1,689,-,hypothetical protein SCO5846
chr,NC_003888.3,6402599,6403366,+,1101289,-,SCO5847,NP_629970.1,255,-,transcriptional regulator
chr,NC_003888.3,6403579,6404886,+,1101290,-,SCO5848,NP_629971.1,435,-,tagatose 6-phosphate kinase
chr,NC_003888.3,6404883,6406040,+,1101291,-,SCO5849,NP_629972.1,385,-,AgaS protein
chr,NC_003888.3,6406090,6407082,+,1101292,-,SCO5850,NP_629973.1,330,-,hypothetical protein SCO5850
chr,NC_003888.3,6407079,6408017,+,1101293,-,SCO5851,NP_629974.1,312,-,hypothetical protein SCO5851
chr,NC_003888.3,6408122,6408970,+,1101294,-,SCO5852,NP_629975.1,282,-,tagatose-bisphosphate aldolase
chr,NC_003888.3,6409025,6409828,-,1101295,-,SCO5853,NP_629976.1,267,-,hypothetical protein SCO5853
chr,NC_003888.3,6410064,6410915,+,1101296,-,SCO5854,NP_629977.1,283,-,thiosulfate sulfurtransferase
chr,NC_003888.3,6411199,6412257,-,1101297,-,SCO5855,NP_629978.1,352,-,DNA-binding protein
chr,NC_003888.3,6412730,6413614,+,1101298,-,SCO5856,NP_629979.1,294,-,hypothetical protein SCO5856
chr,NC_003888.3,6413538,6414875,-,1101299,-,SCO5857,NP_629980.1,445,-,FAD-dependent oxidoreductase
chr,NC_003888.3,6414817,6415998,-,1101300,-,SCO5858,NP_629981.1,393,-,hypothetical protein SCO5858
chr,NC_003888.3,6416236,6417363,+,1101301,hemH,SCO5859,NP_629982.1,375,-,ferrochelatase
chr,NC_003888.3,6417372,6418190,+,1101302,-,SCO5860,NP_733676.1,272,-,"SuhB protein, partial"
chr,NC_003888.3,6418515,6419081,+,1101303,-,SCO5861,NP_629983.1,188,-,hypothetical protein SCO5861
chr,NC_003888.3,6419308,6419961,+,1101304,-,SCO5862,NP_629984.1,217,-,two-component regulator CutR
chr,NC_003888.3,6419968,6421212,+,1101305,-,SCO5863,NP_629985.1,414,-,two-component sensor (kinase)
chr,NC_003888.3,6421618,6421914,+,1101306,-,SCO5864,NP_629986.1,98,-,hypothetical protein SCO5864
chr,NC_003888.3,6421928,6422881,+,1101307,-,SCO5865,NP_629987.1,317,-,hypothetical protein SCO5865
chr,NC_003888.3,6422895,6423359,-,1101308,-,SCO5866,NP_629988.1,154,-,hypothetical protein SCO5866
chr,NC_003888.3,6423417,6424001,+,1101309,-,SCO5867,NP_629989.1,194,-,hypothetical protein SCO5867
chr,NC_003888.3,6423998,6424549,+,1101310,dut,SCO5868,NP_629990.1,183,-,deoxyuridine 5\'-triphosphate nucleotidohydrolase
chr,NC_003888.3,6424551,6425303,+,1101311,-,SCO5869,NP_629991.1,250,-,hypothetical protein SCO5869
chr,NC_003888.3,6425493,6426185,+,1101312,-,SCO5870,NP_629992.1,230,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6426319,6428865,+,1101313,-,SCO5871,NP_629993.1,848,-,turgor pressure sensor
chr,NC_003888.3,6428862,6429545,+,1101314,-,SCO5872,NP_629994.1,227,-,turgor pressure regulator
chr,NC_003888.3,6429542,6430006,+,1101315,-,SCO5873,NP_629995.1,154,-,hypothetical protein SCO5873
chr,NC_003888.3,6430010,6430828,+,1101316,-,SCO5874,NP_629996.1,272,-,hypothetical protein SCO5874
chr,NC_003888.3,6430947,6431627,-,1101317,-,SCO5875,NP_629997.1,226,-,potassium uptake protein
chr,NC_003888.3,6431627,6432298,-,1101318,-,SCO5876,NP_629998.1,223,-,potassium uptake protein
chr,NC_003888.3,6432566,6433618,+,1101319,-,SCO5877,NP_629999.1,350,-,transcriptional regulator RedD
chr,NC_003888.3,6433668,6436616,+,1101320,-,SCO5878,NP_630000.1,982,-,polyketide synthase RedX
chr,NC_003888.3,6436613,6437788,+,1101321,-,SCO5879,NP_630001.1,391,-,acyl-coa dehydrogenase RedW
chr,NC_003888.3,6437814,6438134,+,1101322,-,SCO5880,NP_630002.1,106,-,RedY protein
chr,NC_003888.3,6438206,6438859,-,1101323,-,SCO5881,NP_733677.1,217,-,"response regulator, partial"
chr,NC_003888.3,6439123,6440310,-,1101324,-,SCO5882,NP_630003.1,395,-,RedV protein
chr,NC_003888.3,6440423,6441208,-,1101325,-,SCO5883,NP_630004.1,261,-,hypothetical protein SCO5883
chr,NC_003888.3,6441276,6442166,-,1101326,-,SCO5884,NP_630005.1,296,-,hypothetical protein SCO5884
chr,NC_003888.3,6442174,6442614,-,1101327,-,SCO5885,NP_630006.1,146,-,hypothetical protein SCO5885
chr,NC_003888.3,6442753,6443976,-,1101328,-,SCO5886,NP_630007.1,407,-,3-oxoacyl-ACP synthase
chr,NC_003888.3,6443973,6444218,-,1101329,-,SCO5887,NP_630008.1,81,-,acyl carrier protein
chr,NC_003888.3,6444587,6445594,+,1101330,-,SCO5888,NP_630009.1,335,-,3-oxoacyl-ACP synthase
chr,NC_003888.3,6445654,6445917,+,1101331,-,SCO5889,NP_630010.1,87,-,hypothetical protein SCO5889
chr,NC_003888.3,6445914,6447836,+,1101332,-,SCO5890,NP_630011.1,640,-,8-amino-7-oxononanoate synthase
chr,NC_003888.3,6447950,6449548,+,1101333,-,SCO5891,NP_630012.1,532,-,peptide synthase
chr,NC_003888.3,6449549,6456442,+,1101334,-,SCO5892,NP_630013.1,2297,-,polyketide synthase
chr,NC_003888.3,6456446,6457489,+,1101335,-,SCO5893,NP_630014.1,347,-,oxidoreductase
chr,NC_003888.3,6457476,6458318,+,1101336,-,SCO5894,NP_630015.1,280,-,thioesterase
chr,NC_003888.3,6458306,6459394,+,1101337,-,SCO5895,NP_630016.1,362,-,methyltransferase
chr,NC_003888.3,6459417,6462218,+,1101338,-,SCO5896,NP_733678.1,933,-,"phosphoenolpyruvate-utilizing enzyme, partial"
chr,NC_003888.3,6462296,6463483,+,1101339,-,SCO5897,NP_630017.1,395,-,oxidase
chr,NC_003888.3,6463526,6464206,+,1101340,-,SCO5898,NP_630018.1,226,-,hypothetical protein SCO5898
chr,NC_003888.3,6464371,6465258,+,1101341,-,SCO5899,NP_630019.1,295,-,hypothetical protein SCO5899
chr,NC_003888.3,6465627,6467702,+,1101342,-,SCO5900,NP_630020.1,691,-,hypothetical protein SCO5900
chr,NC_003888.3,6467755,6469131,+,1101343,-,SCO5901,NP_630021.1,458,-,RNA methyltransferase
chr,NC_003888.3,6470494,6470874,-,1101346,-,SCO5904,NP_630022.1,126,-,hypothetical protein SCO5904
chr,NC_003888.3,6470909,6473452,-,1101347,-,SCO5905,NP_630023.1,847,-,export protein
chr,NC_003888.3,6473606,6474202,+,1101348,-,SCO5906,NP_630024.1,198,-,transcriptional regulator
chr,NC_003888.3,6474317,6474436,-,1101349,-,SCO5907,NP_630025.1,39,-,hypothetical protein SCO5907
chr,NC_003888.3,6474517,6474711,+,1101350,-,SCO5908,NP_630026.1,64,-,hypothetical protein SCO5908
chr,NC_003888.3,6474708,6474914,+,1101351,-,SCO5909,NP_630027.1,68,-,hypothetical protein SCO5909
chr,NC_003888.3,6474947,6475291,+,1101352,-,SCO5910,NP_630028.1,114,-,hypothetical protein SCO5910
chr,NC_003888.3,6475426,6476991,-,1101353,-,SCO5911,NP_630029.1,521,-,oligopeptide binding protein
chr,NC_003888.3,6477438,6480035,+,1101354,-,SCO5912,NP_630030.1,865,-,protease
chr,NC_003888.3,6480200,6481435,+,1101355,-,SCO5913,NP_630031.1,411,-,protease
chr,NC_003888.3,6481608,6482600,-,1101356,-,SCO5914,NP_630032.1,330,-,transcriptional regulator
chr,NC_003888.3,6482843,6483358,+,1101357,-,SCO5915,NP_630033.1,171,-,hypothetical protein SCO5915
chr,NC_003888.3,6483675,6484187,+,1101358,-,SCO5916,NP_630034.1,170,-,hypothetical protein SCO5916
chr,NC_003888.3,6484965,6485303,+,1101359,-,SCO5917,NP_630035.1,112,-,hypothetical protein SCO5917
chr,NC_003888.3,6486961,6487272,-,1101360,-,SCO5918,NP_630036.1,103,-,hypothetical protein SCO5918
chr,NC_003888.3,6487321,6487725,-,1101361,-,SCO5919,NP_630037.1,134,-,hypothetical protein SCO5919
chr,NC_003888.3,6487772,6489268,-,1101362,-,SCO5920,NP_630038.1,498,-,DEAD/DEAH box helicase
chr,NC_003888.3,6489617,6489820,-,1101363,-,SCO5921,NP_630039.1,67,-,cold-shock domain-containing protein
chr,NC_003888.3,6490462,6491442,-,1101364,-,SCO5922,NP_630040.1,326,-,short chain dehydrogenase
chr,NC_003888.3,6492065,6493150,-,1101365,-,SCO5923,NP_630041.1,361,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6493143,6494912,-,1101366,-,SCO5924,NP_630042.1,589,-,hypothetical protein SCO5924
